,問題,回答,,,
2358,我在裡面放了檸檬和奶油。,三明治也很好吃。,,,
2359,三明治也很好吃。,每個人都喜歡培根和番茄三明治。,,,
2360,每個人都喜歡培根和番茄三明治。,尤其是吐司上。,,,
2361,尤其是吐司上。,泡菜也很棒。,,,
2362,泡菜也很棒。,明天我們午餐吃米飯和魚。,,,
2363,明天我們午餐吃米飯和魚。,我等不及了。,,,
2364,我正在叫服務生。,怎麼了？,,,
2365,怎麼了？,這塊牛排的脂肪太多了。,,,
2366,這塊牛排的脂肪太多了。,你想讓服務生做什麼？,,,
2367,你想讓服務生做什麼？,給我帶來更好的牛排。,,,
2368,給我帶來更好的牛排。,我不會那樣做。,,,
2369,我不會那樣做。,為什麼不？,,,
2370,為什麼不？,他們會把新牛排丟到地板上，踩在上面，然後吐口水。,,,
2371,他們會把新牛排丟到地板上，踩在上面，然後吐口水。,你瘋了。,,,
2372,你瘋了。,然後服務生會給你一個燦爛的微笑，為你端上新的牛排。,,,
2373,然後服務生會給你一個燦爛的微笑，為你端上新的牛排。,你從哪裡得到這些瘋狂的想法？,,,
2374,你從哪裡得到這些瘋狂的想法？,我以前在餐館做飯！,,,
2375,咱們離開吧。,但我們剛到這裡。,,,
2376,但我們剛到這裡。,你看到服務生的手了嗎？,,,
2377,你看到服務生的手了嗎？,不。,,,
2378,不。,他的指甲很髒。,,,
2379,他的指甲很髒。,真的嗎？,,,
2380,真的嗎？,他的指甲是黑色的！,,,
2381,他的指甲是黑色的！,太噁心了。,,,
2382,太噁心了。,他把水倒進我們的杯子裡。,,,
2383,他把水倒進我們的杯子裡。,哎呀！我沒有水。,,,
2384,哎呀！我沒有水。,我想知道廚師的指甲是否也髒了。,,,
2385,我想知道廚師的指甲是否也髒了。,誰在乎？我們離開這裡吧。,,,
2386,這個熱麵包很好吃。,我喜歡這家餐廳因為他們給你免費的麵包。,,,
2387,我喜歡這家餐廳因為他們給你免費的麵包。,好吧，我想我們正在為此付出代價。,,,
2388,好吧，我想我們正在為此付出代價。,不。當我們收到賬單時看看它。麵包不收費。,,,
2389,不。當我們收到賬單時看看它。麵包不收費。,很好吃，尤其是加奶油。,,,
2390,很好吃，尤其是加奶油。,我想我們吃完麵包就該離開了。,,,
2391,我想我們吃完麵包就該離開了。,他們可能不喜歡那樣。,,,
2392,他們可能不喜歡那樣。,我吃了太多麵包，快吃飽了。,,,
2393,我吃了太多麵包，快吃飽了。,然後別再吃麵包了！,,,
2394,然後別再吃麵包了！,好吧，只剩下一塊了。請遞黃油。,,,
2395,好吧，只剩下一塊了。請遞黃油。,如果我擁有一家餐廳，我絕對不會在主菜之前提供熱麵包。,,,
2396,如果我擁有一家餐廳，我絕對不會在主菜之前提供熱麵包。,這太可怕了。我永遠不會去你的餐廳。,,,
2397,這是一家乾淨的餐廳嗎？,嗯，桌子和椅子看起來還不錯。,,,
2398,嗯，桌子和椅子看起來還不錯。,好吧，我們坐下吧。,,,
2399,好吧，我們坐下吧。,查看銀器。,,,
2400,查看銀器。,它通過檢查。,,,
2401,它通過檢查。,服務生來了。看看他的手和指甲是否乾淨。,,,
2402,服務生來了。看看他的手和指甲是否乾淨。,嗯，服務生看起來很乾淨，所以我覺得在這裡吃飯還可以。,,,
2403,嗯，服務生看起來很乾淨，所以我覺得在這裡吃飯還可以。,你忘記了浴室。,,,
2404,你忘記了浴室。,我只希望浴室是乾淨的。,,,
2405,我只希望浴室是乾淨的。,在我們點晚餐之前你不打算檢查一下嗎？,,,
2406,在我們點晚餐之前你不打算檢查一下嗎？,不，我不想發現它很髒，因為我現在很餓。,,,
2407,不，我不想發現它很髒，因為我現在很餓。,我也是。讓我們忘記細菌，專注於食物。,,,
2408,你看到我們的服務生了嗎？,他現在來了。,,,
2409,他現在來了。,我們已經在這裡坐了將近10分鐘了。,,,
2410,我們已經在這裡坐了將近10分鐘了。,哎呀，我想我錯了。那不是我們的服務生。,,,
2411,哎呀，我想我錯了。那不是我們的服務生。,我們可以再給他五分鐘，然後離開。,,,
2412,我們可以再給他五分鐘，然後離開。,我會去前面和經理談談。,,,
2413,我會去前面和經理談談。,這是個好主意。,,,
2414,這是個好主意。,也許他們會給我們等這麼久的免費飲料。,,,
2415,也許他們會給我們等這麼久的免費飲料。,也許他會立刻派服務生給我們。,,,
2416,也許他會立刻派服務生給我們。,每次我們出去吃飯，都是一場冒險。,,,
2417,每次我們出去吃飯，都是一場冒險。,上次我們坐在廚房旁邊。,,,
2418,上次我們坐在廚房旁邊。,我們永遠不會再去那裡了。,,,
2419,這張桌子可以嗎？,不行，離廚房門太近了。,,,
2420,不行，離廚房門太近了。,這張桌子怎麼樣？,,,
2421,這張桌子怎麼樣？,不，它離前門太近了。,,,
2422,不，它離前門太近了。,這看起來是一張不錯的桌子。,,,
2423,這看起來是一張不錯的桌子。,不，它離沙拉吧太近了。,,,
2424,不，它離沙拉吧太近了。,好吧，我放棄了。,,,
2425,好吧，我放棄了。,嗯，有一張好桌子。,,,
2426,嗯，有一張好桌子。,偉大的。哪一個？,,,
2427,偉大的。哪一個？,那個。八個人剛坐下來。,,,
2428,我不相信藝術世界。,這次是什麼？,,,
2429,這次是什麼？,安迪沃荷的畫作。,,,
2430,安迪沃荷的畫作。,他是一位著名的藝術家。,,,
2431,他是一位著名的藝術家。,他在一家餐廳的餐巾紙上畫了兩隻蝴蝶和一朵花。,,,
2432,他在一家餐廳的餐巾紙上畫了兩隻蝴蝶和一朵花。,他簽了嗎？,,,
2433,他簽了嗎？,是的。,,,
2434,是的。,漂亮嗎？,,,
2435,漂亮嗎？,它只是白餐巾上的黑色墨水。而且餐巾紙上還有食物污漬！,,,
2436,它只是白餐巾上的黑色墨水。而且餐巾紙上還有食物污漬！,所以它不值多少錢？,,,
2437,所以它不值多少錢？,僅約3萬美元。,,,
2438,僅約3萬美元。,如果沒有食物污漬，它可能會更有價值。,,,
2439,我們可以去看棒球比賽嗎？,當然。,,,
2440,當然。,我喜歡棒球。,,,
2441,我喜歡棒球。,我也是。,,,
2442,我也是。,我喜歡吃花生。,,,
2443,我喜歡吃花生。,我喜歡吃熱狗。,,,
2444,我喜歡吃熱狗。,我希望我們能看到全壘打。,,,
2445,我希望我們能看到全壘打。,我希望我們能抓住界外球。,,,
2446,我希望我們能抓住界外球。,帶一件夾克。,,,
2447,帶一件夾克。,是的。晚上有點涼。,,,
2448,是的。晚上有點涼。,帶上手套來接界外球。,,,
2449,帶上手套來接界外球。,不。我會用我的帽子接住界外球。,,,
2450,高爾夫是一項愚蠢的運動。,必然是。,,,
2451,必然是。,你擊中了一個白球。,,,
2452,你擊中了一個白球。,然後你就追它。,,,
2453,然後你就追它。,然後你再次擊中它。,,,
2454,然後你再次擊中它。,最後，你把球放進地上的一個洞。,,,
2455,最後，你把球放進地上的一個洞。,你這樣做 18 次，因為有 18 個洞。,,,
2456,你這樣做 18 次，因為有 18 個洞。,重點是什麼？,,,
2457,重點是什麼？,怎麼可能有趣呢？,,,
2458,怎麼可能有趣呢？,他們花錢玩這個愚蠢的遊戲！,,,
2459,他們花錢玩這個愚蠢的遊戲！,我認為高爾夫球手有心理問題。,,,
2460,我認為高爾夫球手有心理問題。,我認為他們瘋了。,,,
2461,你想去釣魚嗎？,是的。這是個好主意。,,,
2462,是的。這是個好主意。,你想去哪裡？,,,
2463,你想去哪裡？,我們可以去河邊。,,,
2464,我們可以去河邊。,或者我們可以去湖邊。,,,
2465,或者我們可以去湖邊。,或者我們可以去海邊。,,,
2466,或者我們可以去海邊。,我們去湖邊吧。,,,
2467,我們去湖邊吧。,是的。該湖距此僅 10 英里。,,,
2468,是的。該湖距此僅 10 英里。,我們20分鐘內就能到達。,,,
2469,我們20分鐘內就能到達。,我去拿我們的釣魚竿。,,,
2470,我去拿我們的釣魚竿。,我會得到誘餌。,,,
2471,我會得到誘餌。,我們晚餐吃新鮮的魚！,,,
2472,棒球很有趣。,我喜歡擊球。,,,
2473,我喜歡擊球。,我喜歡在基地周圍奔跑。,,,
2474,我喜歡在基地周圍奔跑。,我喜歡滑入基地。,,,
2475,我喜歡滑入基地。,是的。滑得很有趣。,,,
2476,是的。滑得很有趣。,我長大後想成為棒球選手。,,,
2477,我長大後想成為棒球選手。,我也是。我想為洋基隊效力。,,,
2478,我也是。我想為洋基隊效力。,不是我。我想為道奇隊效力。,,,
2479,不是我。我想為道奇隊效力。,我們必須每天練習。,,,
2480,我們必須每天練習。,我不喜歡練習。,,,
2481,我不喜歡練習。,我也不。這很無聊。,,,
2482,我也不。這很無聊。,但熟能生巧。,,,
2483,我們去慢跑吧。,這是個好主意。,,,
2484,這是個好主意。,我買了一些新鞋。,,,
2485,我買了一些新鞋。,他們舒服嗎？,,,
2486,他們舒服嗎？,他們很舒服。,,,
2487,他們很舒服。,他們多少錢？,,,
2488,他們多少錢？,它們的售價為 80 美元。,,,
2489,它們的售價為 80 美元。,它們能幫助你跑得更快嗎？,,,
2490,它們能幫助你跑得更快嗎？,不，但我的腳不再痛了。,,,
2491,不，但我的腳不再痛了。,那麼它們的每一分錢都是值得的。,,,
2492,那麼它們的每一分錢都是值得的。,你可能想買一雙。,,,
2493,你可能想買一雙。,我會等到我把這雙穿完。,,,
2494,老虎是世界上最偉大的高爾夫球手。,你可以再說一次。,,,
2495,你可以再說一次。,但我擔心老虎。,,,
2496,但我擔心老虎。,這是為什麼？,,,
2497,這是為什麼？,因為他喜歡水肺潛水。,,,
2498,因為他喜歡水肺潛水。,這有什麼問題嗎？,,,
2499,這有什麼問題嗎？,這可能很危險。,,,
2500,這可能很危險。,你的意思是他可能會淹死。,,,
2501,你的意思是他可能會淹死。,他退休前不應該潛水。,,,
2502,他退休前不應該潛水。,但他潛水是為了放鬆。,,,
2503,但他潛水是為了放鬆。,他可能會放鬆，但這讓我緊張。,,,
2504,他可能會放鬆，但這讓我緊張。,如果他的妻子不介意，你也不應該介意。,,,
2505,你看了那場高爾夫錦標賽嗎？,老虎贏了那一場？,,,
2506,老虎贏了那一場？,他是怎麼做到的呢？,,,
2507,他是怎麼做到的呢？,這對他來說沒什麼。,,,
2508,這對他來說沒什麼。,他在最後一洞推入20英尺推桿，以一桿優勢獲勝！,,,
2509,他在最後一洞推入20英尺推桿，以一桿優勢獲勝！,去年，他在同一場比賽中擊球25英尺，以一桿優勢獲勝。,,,
2510,去年，他在同一場比賽中擊球25英尺，以一桿優勢獲勝。,我認為他來自外太空。,,,
2511,我認為他來自外太空。,沒有人能打得那麼好高爾夫球。,,,
2512,沒有人能打得那麼好高爾夫球。,每當他需要投籃來贏得比賽時，他都會投籃。,,,
2513,每當他需要投籃來贏得比賽時，他都會投籃。,沒有人能做到這一點。,,,
2514,沒有人能做到這一點。,有人應該檢查他的出生記錄。,,,
2515,有人應該檢查他的出生記錄。,我敢打賭上面說他出生在火星。,,,
2516,誰是最偉大的棒球選手？,有很多偉大的球員。,,,
2517,有很多偉大的球員。,是的，但是誰是最偉大的呢？,,,
2518,是的，但是誰是最偉大的呢？,我不得不說貝比魯斯。,,,
2519,我不得不說貝比魯斯。,大多數人都會這麼說。,,,
2520,大多數人都會這麼說。,他改變了比賽。,,,
2521,他改變了比賽。,是的，他讓本壘打變得流行。,,,
2522,是的，他讓本壘打變得流行。,全國各地的每個人都愛他。,,,
2523,全國各地的每個人都愛他。,他幫助洋基隊成為有史以來最好的球隊。,,,
2524,他幫助洋基隊成為有史以來最好的球隊。,露絲也是個好人。,,,
2525,露絲也是個好人。,他總是去醫院為生病的孩子加油。,,,
2526,他總是去醫院為生病的孩子加油。,永遠不會再有另一個寶貝了。,,,
2527,你聽說棒球比賽中發生了什麼事嗎？,不，請告訴我。,,,
2528,不，請告訴我。,有人打了某人。,,,
2529,有人打了某人。,這不太好。,,,
2530,這不太好。,比那更糟。,,,
2531,比那更糟。,為何如此？,,,
2532,為何如此？,兩個人發生了爭吵。,,,
2533,兩個人發生了爭吵。,我敢打賭他們當時正在喝酒。,,,
2534,我敢打賭他們當時正在喝酒。,第三個人毆打了兩個人中的一個。,,,
2535,第三個人毆打了兩個人中的一個。,我敢打賭他也喝酒了。,,,
2536,我敢打賭他也喝酒了。,受害者的頭撞在水泥台階上死亡。,,,
2537,受害者的頭撞在水泥台階上死亡。,這太可怕了。人們就不能享受棒球比賽的樂趣嗎？,,,
2538,我想去觀看球賽。,今晚有比賽嗎？,,,
2539,今晚有比賽嗎？,是的，晚上 7 點開始,,,
2540,是的，晚上 7 點開始,我們能買到票嗎？,,,
2541,我們能買到票嗎？,是的，但只有便宜的票。,,,
